OBJECTID,location,median,median_white,median_white_only,median_hispanic,median_black_only,median_asian,median_native,median_native_islander,median_other,median_two_or_more,All_Crime,Violent_Crime,Murder_and_Nonnegligent_Manslaughter,Rape,Robbery,Aggravated_Assault,Property_Crime,Burglary,Larceny_theft,Motor_Vehicle_Theft,Arson,Metropolitan_Nonmetropolitan,crime_majority,pct_violent,pct_murder,pct_rape,pct_robbery,pct_assault,pct_property,pct_burglary,pct_larceny,pct_vehicle,pct_arson,majority_race,population,population_white,population_white_only,population_hispanic,population_black,population_asian,population_native,population_native_islander,population_other,population_two_or_more,male_population,population_white_male,population_white_only_male,population_hispanic_male,population_black_male,population_asian_male,population_native_male,population_native_islander_male,population_other_male,population_two_or_more_male,female_population,population_white_female,population_white_only_female,population_hispanic_female,population_black_female,population_asian_female,population_native_female,population_native_islander_female,population_other_female,population_two_or_more_female,pct_white,pct_white_only,pct_hispanic,pct_black,pct_asian,pct_native,pct_native_islander,pct_other,pct_two_or_more,Shape_Length,Shape_Area,GEOIDFQ
2207,"Potter County, Pennsylvania",59840,59742,60061,36591,48750,250000,0,0,0,56250,,,,,,,,,,,,,,,,,,,,,,,,White,16276,15572,15439,272,71,75,14,5,78,461,8148,7760,7721,137,38,22,7,5,34,282,8128,7812,7718,135,33,53,7,0,44,179,95.67461293,94.85745884,1.671172278,0.436225117,0.46080118,0.08601622,0.030720079,0.479233227,2.832391251,2.160733022,0.303178292,0500000US42105
2208,"Val Verde County, Texas",59673,64821,83011,56901,74023,36250,11442,0,43618,55469,279,61,0,15,0,46,78,16,52,10,1,Nonmetropolitan County,Property Crimes,21.86379928,0,5.376344086,0,16.4874552,27.95698925,5.734767025,18.63799283,3.584229391,0.358422939,Hispanic/Latino,47647,29628,7465,38580,671,298,156,0,5674,11220,24617,15150,4246,19518,423,136,74,0,2859,5975,23030,14478,3219,19062,248,162,82,0,2815,5245,62.18229899,15.66730329,80.97047033,1.408273344,0.625432871,0.327407812,0,11.90840976,23.54817722,4.420932927,0.781977927,0500000US48465
2209,"Harper County, Kansas",55417,56369,57222,0,0,0,0,0,250000,32969,14,1,0,0,0,1,6,3,3,0,0,Nonmetropolitan County,Property Crimes,7.142857143,0,0,0,7.142857143,42.85714286,21.42857143,21.42857143,0,0,White,5446,4938,4740,421,46,11,22,6,136,287,2714,2452,2416,169,27,1,7,6,82,139,2732,2486,2324,252,19,10,15,0,54,148,90.67205288,87.03635696,7.730444363,0.844656629,0.201983107,0.403966214,0.110172604,2.497245685,5.269922879,1.864207048,0.211004637,0500000US20077
2210,"Monona County, Iowa",62944,61455,61541,78750,0,0,0,0,0,80670,92,12,1,1,0,10,34,9,20,5,0,Nonmetropolitan County,Property Crimes,13.04347826,1.086956522,1.086956522,0,10.86956522,36.95652174,9.782608696,21.73913043,5.434782609,0,White,8619,8132,8041,217,13,0,56,6,8,404,4170,3950,3928,82,13,0,25,0,5,177,4449,4182,4113,135,0,0,31,6,3,227,94.34969254,93.2938856,2.517693468,0.150829563,0,0.649727347,0.069613644,0.092818192,4.687318714,2.140285628,0.196868416,0500000US19133
2211,"Juab County, Utah",89803,92257,92388,77008,0,0,48889,0,0,46250,,,,,,,,,,,,,,,,,,,,,,,,White,12273,11517,11168,641,89,0,129,1,58,479,6462,5964,5773,397,31,0,78,1,7,381,5811,5553,5395,244,58,0,51,0,51,98,93.84013689,90.99649637,5.2228469,0.72516907,0,1.051087754,0.008147967,0.472582091,3.902876232,6.803062616,0.926369293,0500000US49023
2212,"Stephens County, Oklahoma",60236,61705,62321,45433,52986,0,54655,0,52159,58565,276,20,2,5,0,13,118,38,58,22,0,Nonmetropolitan County,Property Crimes,7.246376812,0.724637681,1.811594203,0,4.710144928,42.75362319,13.76811594,21.01449275,7.971014493,0,White,43314,34901,33812,3649,675,204,1460,24,1103,4947,21195,17001,16486,1843,388,53,597,12,616,2528,22119,17900,17326,1806,287,151,863,12,487,2419,80.57671884,78.0625202,8.424527866,1.558387588,0.47097936,3.370734635,0.055409336,2.546520755,11.42124948,1.943247635,0.226569515,0500000US40137
2213,"Chenango County, New York",62093,61989,62143,46528,0,58077,0,0,0,68889,,,,,,,,,,,,,,,,,,,,,,,,White,46685,43747,43349,1138,284,224,41,7,718,1664,23436,21966,21760,590,111,90,16,1,377,875,23249,21781,21589,548,173,134,25,6,341,789,93.70675806,92.85423584,2.437613795,0.608332441,0.479811503,0.087822641,0.014994109,1.537967227,3.564314019,2.394288838,0.254871627,0500000US36017
2214,"Peoria County, Illinois",64938,70871,71496,53074,33934,103613,0,0,54693,63409,1362,153,0,27,5,121,526,193,245,88,4,Metropolitan County,Property Crimes,11.23348018,0,1.982378855,0.367107195,8.883994126,38.61967695,14.17033774,17.98825257,6.461086637,0.293685756,White,179831,123328,120556,10348,31509,8101,441,98,4173,12181,87674,60212,58752,5220,14547,4245,201,61,2250,6158,92157,63116,61804,5128,16962,3856,240,37,1923,6023,68.5799445,67.03849726,5.754291529,17.5214507,4.504785048,0.245230244,0.05449561,2.320512036,6.773581863,1.870483724,0.174151827,0500000US17143
2215,"Humboldt County, Iowa",66994,69755,70230,0,0,0,0,0,0,48542,104,8,0,3,0,5,44,8,31,5,0,Nonmetropolitan County,Property Crimes,7.692307692,0,2.884615385,0,4.807692308,42.30769231,7.692307692,29.80769231,4.807692308,0,White,9573,8793,8719,492,32,73,21,75,60,519,4785,4355,4322,234,32,49,11,31,46,261,4788,4438,4397,258,0,24,10,44,14,258,91.85208399,91.07907657,5.139454716,0.334273477,0.762561371,0.21936697,0.783453463,0.62676277,5.421497963,1.469884952,0.124121633,0500000US19091
2216,"Refugio County, Texas",58016,60230,61835,53684,26750,0,0,0,56875,46625,54,5,0,1,0,4,22,4,6,12,0,Nonmetropolitan County,Property Crimes,9.259259259,0,1.851851852,0,7.407407407,40.74074074,7.407407407,11.11111111,22.22222222,0,White,6693,4143,2766,3354,493,15,11,0,334,1697,3208,1966,1279,1626,245,15,1,0,219,762,3485,2177,1487,1728,248,0,10,0,115,935,61.90049305,41.3267593,50.11205737,7.365904677,0.224114747,0.164350814,0,4.990288361,25.35484835,2.958870956,0.194991145,0500000US48391
2217,"Butler County, Ohio",81194,84831,85525,63343,64325,88496,0,0,49201,71196,1477,54,1,9,8,36,684,80,586,18,1,Metropolitan County,Property Crimes,3.65605958,0.067704807,0.609343263,0.541638456,2.437373053,46.31008802,5.416384563,39.67501693,1.218686527,0.067704807,White,389910,303855,295873,25823,32333,15947,541,192,9438,27604,192522,149643,145910,13119,15818,7818,311,84,5202,13646,197388,154212,149963,12704,16515,8129,230,108,4236,13958,77.9295222,75.88238311,6.622810392,8.292426457,4.089918186,0.138749968,0.049242133,2.42055859,7.079582468,1.547927899,0.127377673,0500000US39017
2218,"Terrell County, Georgia",43812,83173,83173,73750,30140,0,0,0,95234,0,,,,,,,,,,,,,,,,,,,,,,,,Black,8941,3252,3252,219,5352,108,0,1,165,63,4439,1661,1661,157,2552,60,0,0,119,47,4502,1591,1591,62,2800,48,0,1,46,16,36.3717705,36.3717705,2.449390448,59.85907617,1.207918577,0,0.011184431,1.84543116,0.70461917,1.531871705,0.083276307,0500000US13273
2219,"Clayton County, Georgia",58507,66105,62071,67858,56294,67821,62988,125213,64161,66389,,,,,,,,,,,,,,,,,,,,,,,,Black,298771,34422,24600,42738,208577,14928,673,228,19074,20869,140357,16903,11838,22082,95642,7222,298,112,9444,10736,158414,17519,12762,20656,112935,7706,375,116,9630,10133,11.52119851,8.233730851,14.30460118,69.81166177,4.996468867,0.225256133,0.076312627,6.38415375,6.984948338,1.13638634,0.036298152,0500000US13063
2220,"Fremont County, Wyoming",64646,66646,66339,63438,0,73295,56500,0,54583,65556,,,,,,,,,,,,,,,,,,,,,,,,White,39472,28347,27506,2659,210,173,7370,34,815,2523,20009,14290,13957,1429,110,70,3634,4,523,1378,19463,14057,13549,1230,100,103,3736,30,292,1145,71.81546413,69.68483989,6.736420754,0.5320227,0.438285367,18.67146332,0.086137009,2.064754763,6.39187272,9.217080631,2.651008051,0500000US56013
2221,"Ohio County, Indiana",67942,67041,67041,0,0,0,0,0,0,83472,,,,,,,,,,,,,,,,,,,,,,,,White,5993,5696,5696,0,21,36,7,0,2,231,2976,2875,2875,0,11,0,0,0,0,90,3017,2821,2821,0,10,36,7,0,2,141,95.04421825,95.04421825,0,0.35040881,0.600700818,0.116802937,0,0.033372268,3.854496913,0.913333629,0.023535714,0500000US18115
2222,"Columbia County, Georgia",96122,101335,100833,85926,83455,115139,68750,0,71060,80114,2105,107,1,17,7,82,944,105,782,57,3,Metropolitan County,Property Crimes,5.083135392,0.047505938,0.80760095,0.332541568,3.895486936,44.8456057,4.988123515,37.14964371,2.70783848,0.142517815,White,159638,107888,102675,12474,28671,7154,293,5,4508,11119,78103,53333,50552,6328,13337,3118,55,0,2112,6148,81535,54555,52123,6146,15334,4036,238,5,2396,4971,67.58290633,64.3173931,7.813929014,17.96000952,4.481389143,0.18354026,0.003132086,2.823889049,6.965133615,1.358362423,0.077364343,0500000US13073
2223,"Sedgwick County, Colorado",52833,53571,55208,39200,0,-2500,0,0,0,54028,,,,,,,,,,,,,,,,,,,,,,,,White,2346,1990,1769,437,21,37,3,0,96,199,1190,998,908,194,15,18,3,0,51,105,1156,992,861,243,6,19,0,0,45,94,84.82523444,75.40494459,18.62745098,0.895140665,1.5771526,0.127877238,0,4.092071611,8.482523444,1.707545467,0.152011003,0500000US08115
2224,"Musselshell County, Montana",59010,58828,58535,247500,0,0,33182,0,0,0,76,16,0,6,0,10,21,4,16,1,2,Nonmetropolitan County,Property Crimes,21.05263158,0,7.894736842,0,13.15789474,27.63157895,5.263157895,21.05263158,1.315789474,2.631578947,White,5068,4475,4445,187,0,0,134,0,163,296,2614,2290,2273,134,0,0,69,0,113,142,2454,2185,2172,53,0,0,65,0,50,154,88.29913181,87.70718232,3.689818469,0,0,2.644041042,0,3.216258879,5.840568272,3.934083712,0.56807775,0500000US30065
2225,"Dauphin County, Pennsylvania",74159,81291,82652,54717,51077,102019,90411,0,51599,70595,,,,,,,,,,,,,,,,,,,,,,,,White,287484,186536,177455,32425,50766,17627,1002,147,11077,20329,140412,90722,86587,16122,24511,8692,660,23,5790,10014,147072,95814,90868,16303,26255,8935,342,124,5287,10315,64.88569799,61.7269135,11.27888856,17.65872188,6.131471665,0.348541136,0.05113328,3.853083998,7.071350058,2.051027326,0.153370196,0500000US42043
2226,"Moody County, South Dakota",77500,83958,84167,35714,0,72366,42788,0,36154,57656,6,2,0,0,0,2,1,0,1,0,0,Nonmetropolitan County,Violent Crimes,33.33333333,0,0,0,33.33333333,16.66666667,0,16.66666667,0,0,White,6371,4807,4770,343,70,108,771,3,123,489,3218,2440,2428,155,46,24,399,3,58,248,3153,2367,2342,188,24,84,372,0,65,241,75.45126354,74.87050698,5.383770209,1.098728614,1.69518129,12.10171088,0.047088369,1.930623136,7.675404175,1.56760438,0.151412561,0500000US46101
2227,"Putnam County, West Virginia",77871,76991,76850,138045,59315,88618,0,0,70385,137660,502,37,0,12,0,25,213,20,179,14,2,Metropolitan County,Property Crimes,7.370517928,0,2.390438247,0,4.980079681,42.43027888,3.984063745,35.65737052,2.788844622,0.398406375,White,57250,54194,53837,852,418,450,26,0,295,1867,28512,27073,26838,537,267,210,14,0,70,878,28738,27121,26999,315,151,240,12,0,225,989,94.66200873,94.03842795,1.488209607,0.730131004,0.786026201,0.045414847,0,0.515283843,3.261135371,1.445047817,0.093731712,0500000US54079
2228,"Sussex County, New Jersey",114316,113812,114269,102857,160225,132353,181326,0,111520,103938,0,0,0,0,0,0,0,0,0,0,0,Metropolitan County,Violent Crimes,,,,,,,,,,,White,145117,123044,117519,16039,3400,2733,279,0,4371,11290,72876,61694,58887,8068,1730,1298,152,0,2208,5794,72241,61350,58632,7971,1670,1435,127,0,2163,5496,84.78951467,80.98224192,11.05246112,2.342937078,1.883307952,0.19225866,0,3.012052344,7.779929298,1.689825263,0.148729508,0500000US34037
2229,"Decatur County, Kansas",52030,52099,52156,32292,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,White,2746,2545,2501,112,47,9,13,0,53,79,1431,1311,1295,54,28,0,8,0,30,54,1315,1234,1206,58,19,9,5,0,23,25,92.6802622,91.07793154,4.078659869,1.711580481,0.327749454,0.473415878,0,1.930080117,2.876911872,1.992070988,0.243489725,0500000US20039
2230,"Perry County, Indiana",61099,61016,60980,0,0,119524,0,0,0,48036,89,15,0,0,0,15,29,5,15,9,1,Nonmetropolitan County,Property Crimes,16.85393258,0,0,0,16.85393258,32.58426966,5.617977528,16.85393258,10.11235955,1.123595506,White,19218,17914,17876,273,413,134,54,0,53,650,10489,9595,9562,134,373,87,40,0,33,361,8729,8319,8314,139,40,47,14,0,20,289,93.21469456,93.01696326,1.420543241,2.149026954,0.697262983,0.280986575,0,0.27578312,3.382245811,1.850346445,0.102738954,0500000US18123
2231,"Union County, Mississippi",56807,59871,59944,42778,39629,0,63669,0,37135,52679,324,31,1,7,1,22,130,19,93,18,2,Nonmetropolitan County,Property Crimes,9.567901235,0.308641975,2.160493827,0.308641975,6.790123457,40.12345679,5.864197531,28.7037037,5.555555556,0.617283951,White,28009,21547,21493,1342,4520,30,37,0,1131,744,13686,10540,10513,714,2042,30,35,0,710,329,14323,11007,10980,628,2478,0,2,0,421,415,76.9288443,76.73604913,4.791317077,16.13767003,0.107108429,0.132100396,0,4.03798779,2.65628905,1.484525543,0.105974917,0500000US28145
2232,"Boyd County, Nebraska",58984,59219,59297,0,0,0,0,0,46250,36250,,,,,,,,,,,,,,,,,,,,,,,,White,1704,1572,1570,67,5,0,51,0,36,40,898,791,791,65,5,0,33,0,32,37,806,781,779,2,0,0,18,0,4,3,92.25352113,92.13615023,3.931924883,0.29342723,0,2.992957746,0,2.112676056,2.34741784,2.348789839,0.15543819,0500000US31015
2233,"Miami County, Indiana",61130,61509,61554,78125,41964,0,0,0,63795,60156,,,,,,,,,,,,,,,,,,,,,,,,White,35772,31784,31228,1288,1340,220,89,66,429,1844,19395,16593,16342,823,1212,53,70,50,339,1078,16377,15191,14886,465,128,167,19,16,90,766,88.85161579,87.29732752,3.60058146,3.74594655,0.61500615,0.248797943,0.184501845,1.199261993,5.154869731,1.469648868,0.104252516,0500000US18103
2234,"Ellsworth County, Kansas",66792,67115,68438,62583,0,0,0,0,0,67583,72,3,0,1,0,2,33,14,15,4,0,Nonmetropolitan County,Property Crimes,4.166666667,0,1.388888889,0,2.777777778,45.83333333,19.44444444,20.83333333,5.555555556,0,White,6366,5528,5368,385,200,37,20,0,61,520,3506,3038,2918,249,165,4,7,0,41,251,2860,2490,2450,136,35,33,13,0,20,269,86.83631794,84.32296576,6.047753691,3.141690229,0.581212692,0.314169023,0,0.95821552,8.168394596,1.81981511,0.193977983,0500000US20053
2235,"West Carroll Parish, Louisiana",48514,52009,52366,94205,33482,0,0,0,0,0,76,8,0,3,0,5,30,7,21,2,0,Nonmetropolitan County,Property Crimes,10.52631579,0,3.947368421,0,6.578947368,39.47368421,9.210526316,27.63157895,2.631578947,0,White,9622,7752,7670,349,1482,1,10,12,225,140,4770,3866,3808,175,754,0,10,0,66,74,4852,3886,3862,174,728,1,0,12,159,66,80.56537102,79.71315735,3.627104552,15.40220328,0.01039285,0.103928497,0.124714197,2.338391187,1.454998961,1.714338673,0.089902724,0500000US22123
2236,"Liberty County, Florida",53824,55885,55660,69464,25221,48000,55833,0,0,45905,,,,,,,,,,,,,,,,,,,,,,,,White,7650,5914,5729,544,1004,16,28,0,246,442,4338,3070,2974,370,833,9,17,0,210,199,3312,2844,2755,174,171,7,11,0,36,243,77.30718954,74.88888889,7.111111111,13.12418301,0.209150327,0.366013072,0,3.215686275,5.777777778,3.043816538,0.204653991,0500000US12077
2237,"Hodgeman County, Kansas",63125,63750,64375,48333,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,White,1676,1596,1537,96,2,0,1,0,4,73,796,763,739,40,2,0,0,0,3,28,880,833,798,56,0,0,1,0,1,45,95.22673031,91.70644391,5.727923628,0.119331742,0,0.059665871,0,0.238663484,4.355608592,2.01222672,0.22882318,0500000US20083
2238,"Meade County, Kansas",74868,75438,76000,69519,0,0,31328,0,101953,69135,,,,,,,,,,,,,,,,,,,,,,,,White,3949,3184,2877,915,51,0,21,0,364,329,1987,1607,1437,462,31,0,18,0,202,129,1962,1577,1440,453,20,0,3,0,162,200,80.62800709,72.85388706,23.17042289,1.291466194,0,0.531780198,0,9.217523424,8.331223094,2.071607039,0.257568973,0500000US20119
2239,"McLean County, Kentucky",70549,73085,73218,-2500,33938,0,0,0,0,0,52,0,0,0,0,0,25,10,14,1,2,Metropolitan County,Property Crimes,0,0,0,0,0,48.07692308,19.23076923,26.92307692,1.923076923,3.846153846,White,9127,8741,8640,186,69,17,22,0,47,231,4607,4338,4292,121,59,16,0,0,44,150,4520,4403,4348,65,10,1,22,0,3,81,95.77078996,94.66418319,2.037909499,0.755998685,0.186260546,0.241043059,0,0.514955626,2.53095212,1.405203121,0.067648098,0500000US21149
2240,"Adams County, Mississippi",40250,56078,56740,34425,28335,0,0,0,0,33229,,,,,,,,,,,,,,,,,,,,,,,,Black,29098,11167,10886,1191,16141,78,72,0,1104,536,14062,5566,5423,621,7373,70,71,0,781,201,15036,5601,5463,570,8768,8,1,0,323,335,38.37720806,37.41150595,4.093064815,55.4711664,0.26805966,0.247439687,0,3.794075194,1.842051,2.816948089,0.11985511,0500000US28001
2241,"Las Marías Municipio, Puerto Rico",16170,15147,0,16313,34844,0,0,0,16932,24375,,,,,,,,,,,,,,,,,,,,,,,,Hispanic/Latino,8790,5497,3,8750,262,0,0,0,2353,678,4360,2659,0,4360,140,0,0,0,1154,407,4430,2838,3,4390,122,0,0,0,1199,271,62.53697383,0.034129693,99.54493743,2.980659841,0,0,0,26.76905575,7.71331058,0.637797528,0.010289316,0500000US72083
2242,"Itawamba County, Mississippi",59508,58240,58580,53482,60347,0,0,0,0,39688,,,,,,,,,,,,,,,,,,,,,,,,White,23942,21451,21214,437,1867,112,15,8,195,294,11834,10561,10452,308,796,112,7,0,183,175,12108,10890,10762,129,1071,0,8,8,12,119,89.59568958,88.60579734,1.82524434,7.798011862,0.467797177,0.062651408,0.033414084,0.814468298,1.227967588,1.484369057,0.137039854,0500000US28057
2243,"Terry County, Texas",45905,56985,70179,41875,0,0,0,0,0,40444,32,0,0,0,0,0,16,4,12,0,0,Nonmetropolitan County,Property Crimes,0,0,0,0,0,50,12.5,37.5,0,0,White,11699,6660,4481,6574,519,22,67,0,576,3855,6216,3107,2092,3676,357,8,58,0,374,2312,5483,3553,2389,2898,162,14,9,0,202,1543,56.92794256,38.30241901,56.19283699,4.436276605,0.188050261,0.572698521,0,4.923497735,32.95153432,1.898076626,0.223072972,0500000US48445
2244,"Harding County, New Mexico",41250,48438,50000,39583,0,0,0,0,0,33000,,,,,,,,,,,,,,,,,,,,,,,,White,748,378,346,304,13,0,2,0,227,128,365,222,206,128,2,0,2,0,67,72,383,156,140,176,11,0,0,0,160,56,50.53475936,46.25668449,40.64171123,1.737967914,0,0.267379679,0,30.34759358,17.11229947,4.048132951,0.549399402,0500000US35021
2245,"Talladega County, Alabama",56249,61588,61660,56991,43750,42045,0,0,58750,51024,781,79,2,3,3,71,311,85,177,49,1,Nonmetropolitan County,Property Crimes,10.11523688,0.256081946,0.384122919,0.384122919,9.090909091,39.82074264,10.88348271,22.66325224,6.274007682,0.128040973,White,81170,50918,50450,1879,25750,334,77,49,1132,2910,39466,25010,24666,1134,12456,166,25,0,659,1150,41704,25908,25784,745,13294,168,52,49,473,1760,62.73007269,62.15350499,2.314894666,31.72354318,0.411482075,0.094862634,0.060367131,1.394603918,3.585068375,2.726471964,0.190810304,0500000US01121
2246,"Langlade County, Wisconsin",57258,57448,57702,41477,0,0,0,0,0,57143,89,4,0,1,0,3,40,7,32,1,1,Nonmetropolitan County,Property Crimes,4.494382022,0,1.123595506,0,3.370786517,44.94382022,7.865168539,35.95505618,1.123595506,1.123595506,White,19473,18109,18056,469,96,44,148,0,61,1015,9899,9161,9148,215,74,21,90,0,32,521,9574,8948,8908,254,22,23,58,0,29,494,92.99542957,92.72325784,2.408463,0.492990294,0.225953885,0.760026704,0,0.313254249,5.212345299,2.452088545,0.263608593,0500000US55067
2247,"Foard County, Texas",42212,49231,54000,39464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nonmetropolitan County,Violent Crimes,,,,,,,,,,,White,1079,787,755,118,3,3,5,0,44,237,439,362,340,82,3,1,5,0,44,24,640,425,415,36,0,2,0,0,0,213,72.93790547,69.97219648,10.9360519,0.278035218,0.278035218,0.46339203,0,4.077849861,21.96478221,2.353273218,0.178809598,0500000US48155
2248,"Buena Vista County, Iowa",66564,73109,77245,49941,59769,55317,0,118579,56486,49562,70,9,0,1,0,8,26,9,12,5,0,Nonmetropolitan County,Property Crimes,12.85714286,0,1.428571429,0,11.42857143,37.14285714,12.85714286,17.14285714,7.142857143,0,White,20684,13633,11058,5924,637,2095,44,519,1887,1869,10656,6797,5535,3073,302,1234,27,264,977,1055,10028,6836,5523,2851,335,861,17,255,910,814,65.91084897,53.46161284,28.64049507,3.079675111,10.12860182,0.212724811,2.509185844,9.122993618,9.035969832,1.645730317,0.165196332,0500000US19021
2249,"Mills County, Iowa",87810,88648,88537,61885,0,0,0,0,80250,62147,117,7,0,0,0,7,50,11,35,4,3,Metropolitan County,Property Crimes,5.982905983,0,0,0,5.982905983,42.73504274,9.401709402,29.91452991,3.418803419,2.564102564,White,14563,13742,13582,525,56,62,18,0,31,654,7240,6868,6792,213,38,9,0,0,15,310,7323,6874,6790,312,18,53,18,0,16,344,94.36242532,93.2637506,3.605026437,0.384536153,0.425736455,0.123600906,0,0.212868228,4.490832933,1.507152053,0.122205511,0500000US19129
2250,"Real County, Texas",45417,46250,53500,31518,0,0,0,0,0,23977,62,7,0,1,0,6,24,7,16,1,0,Nonmetropolitan County,Property Crimes,11.29032258,0,1.612903226,0,9.677419355,38.70967742,11.29032258,25.80645161,1.612903226,0,White,2821,2668,2106,664,39,0,0,0,77,37,1546,1480,1165,373,7,0,0,0,42,17,1275,1188,941,291,32,0,0,0,35,20,94.57639135,74.65437788,23.53775257,1.382488479,0,0,0,2.729528536,1.311591634,1.87265353,0.169241598,0500000US48385
2251,"Delaware County, Ohio",130088,128821,129037,86198,127558,157865,0,0,113580,89734,1851,85,2,13,6,64,839,62,723,54,3,Metropolitan County,Property Crimes,4.592112372,0.108049703,0.702323069,0.324149109,3.457590492,45.32685035,3.349540789,39.05996759,2.917341977,0.162074554,White,221160,179940,177829,7373,9233,17437,117,96,2057,12280,110668,89463,88457,3857,4936,8868,70,54,1009,6268,110492,90477,89372,3516,4297,8569,47,42,1048,6012,81.36190993,80.40739736,3.333785495,4.174805571,7.884337131,0.052902876,0.043407488,0.930095858,5.552541147,1.59338416,0.125424855,0500000US39041
2252,"Forsyth County, North Carolina",65541,76526,77714,57918,44534,98293,66439,81338,54005,69871,3024,298,5,28,17,248,1205,258,875,72,18,Metropolitan County,Property Crimes,9.854497354,0.165343915,0.925925926,0.562169312,8.201058201,39.8478836,8.531746032,28.93518519,2.380952381,0.595238095,White,386740,225043,209551,56553,98592,9171,1530,282,22254,29868,183953,108743,100808,28213,44166,4063,734,121,10643,15483,202787,116300,108743,28340,54426,5108,796,161,11611,14385,58.18973988,54.18394787,14.62300253,25.49309614,2.371360604,0.395614625,0.072917205,5.754253504,7.723018048,1.53610235,0.106974483,0500000US37067
2253,"Carson City, Nevada",71809,73212,73049,61913,111705,73259,54600,0,53333,65125,1322,186,0,52,7,127,474,78,345,51,2,Metropolitan County,Property Crimes,14.06959153,0,3.933434191,0.529500756,9.606656581,35.85476551,5.900151286,26.096823,3.857791225,0.15128593,White,58364,42024,36868,15105,1144,1557,1293,26,4915,7405,30276,21841,18860,7889,866,665,664,16,2329,3895,28088,20183,18008,7216,278,892,629,10,2586,3510,72.0032897,63.16907683,25.88067987,1.960112398,2.667740388,2.215406758,0.044548009,8.421287095,12.68761565,1.228888848,0.042403991,0500000US32510
2254,"Dallas County, Iowa",102349,105421,106299,83026,89820,104306,55560,0,54527,73625,179,42,0,4,0,38,47,16,27,4,1,Metropolitan County,Property Crimes,23.46368715,0,2.234636872,0,21.22905028,26.25698324,8.938547486,15.08379888,2.234636872,0.558659218,White,104136,88381,85128,6954,2568,4837,185,40,1771,6354,51787,43431,41805,3534,1478,2348,137,25,747,3621,52349,44950,43323,3420,1090,2489,48,15,1024,2733,84.87074595,81.7469463,6.677805946,2.466005992,4.644887455,0.177652301,0.038411308,1.700660675,6.101636322,1.689327872,0.165698153,0500000US19049
2255,"Carson County, Texas",84583,86320,88750,83750,0,0,0,0,0,46250,46,2,0,0,0,2,21,9,7,5,0,Metropolitan County,Property Crimes,4.347826087,0,0,0,4.347826087,45.65217391,19.56521739,15.2173913,10.86956522,0,White,5802,5277,4773,608,35,8,126,49,110,197,2891,2669,2420,326,35,2,30,0,60,95,2911,2608,2353,282,0,6,96,49,50,102,90.95139607,82.2647363,10.47914512,0.603240262,0.137883488,2.171664943,0.844536367,1.895897966,3.395380903,1.957857809,0.23748436,0500000US48065
2256,"Sumter County, Georgia",41877,56724,53986,83393,37171,0,24052,0,28841,46031,365,35,1,1,1,32,145,20,74,51,5,Nonmetropolitan County,Property Crimes,9.589041096,0.273972603,0.273972603,0.273972603,8.767123288,39.7260274,5.479452055,20.2739726,13.97260274,1.369863014,Black,29174,12088,11271,1799,14534,393,54,48,296,1761,13551,5747,5454,784,6575,235,20,48,152,774,15623,6341,5817,1015,7959,158,34,0,144,987,41.4341537,38.63371495,6.166449578,49.81833139,1.347089875,0.185096319,0.164530061,1.014602043,6.036196613,1.818993744,0.121817097,0500000US13261
2257,"Wayne County, Missouri",43393,44349,44086,80789,0,0,0,0,0,23100,217,36,0,8,0,28,72,16,51,5,1,Nonmetropolitan County,Property Crimes,16.58986175,0,3.686635945,0,12.90322581,33.1797235,7.373271889,23.50230415,2.304147465,0.460829493,White,10942,10238,10153,113,42,27,0,0,114,521,5516,5097,5047,77,42,23,0,0,72,282,5426,5141,5106,36,0,4,0,0,42,239,93.56607567,92.78925242,1.032717967,0.383842076,0.246755621,0,0,1.041857065,4.761469567,2.127236692,0.203248173,0500000US29223
2258,"Roscommon County, Michigan",54106,55097,55636,48226,0,24041,0,0,0,34429,216,29,1,13,1,14,79,9,60,10,0,Nonmetropolitan County,Property Crimes,13.42592593,0.462962963,6.018518519,0.462962963,6.481481481,36.57407407,4.166666667,27.77777778,4.62962963,0,White,23639,22144,21923,471,145,106,33,0,49,1162,11919,11117,11033,249,82,17,30,0,26,647,11720,11027,10890,222,63,89,3,0,23,515,93.6757054,92.74080968,1.992470071,0.613393122,0.448411523,0.139599814,0,0.207284572,4.915605567,1.66122624,0.169515696,0500000US26143
2259,"Alleghany County, North Carolina",44272,43925,46028,42413,46354,0,0,0,0,53482,,,,,,,,,,,,,,,,,,,,,,,,White,11075,10115,9297,1269,164,85,21,0,25,665,5471,4975,4487,778,96,30,8,0,24,338,5604,5140,4810,491,68,55,13,0,1,327,91.33182844,83.94582393,11.45823928,1.480812641,0.767494357,0.189616253,0,0.225733634,6.004514673,1.360518841,0.061542562,0500000US37005
