"GEO_ID","NAME","B19001F_001E","B19001F_001M","B19001F_002E","B19001F_002M","B19001F_003E","B19001F_003M","B19001F_004E","B19001F_004M","B19001F_005E","B19001F_005M","B19001F_006E","B19001F_006M","B19001F_007E","B19001F_007M","B19001F_008E","B19001F_008M","B19001F_009E","B19001F_009M","B19001F_010E","B19001F_010M","B19001F_011E","B19001F_011M","B19001F_012E","B19001F_012M","B19001F_013E","B19001F_013M","B19001F_014E","B19001F_014M","B19001F_015E","B19001F_015M","B19001F_016E","B19001F_016M","B19001F_017E","B19001F_017M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Less than $10,000","Margin of Error!!Total:!!Less than $10,000","Estimate!!Total:!!$10,000 to $14,999","Margin of Error!!Total:!!$10,000 to $14,999","Estimate!!Total:!!$15,000 to $19,999","Margin of Error!!Total:!!$15,000 to $19,999","Estimate!!Total:!!$20,000 to $24,999","Margin of Error!!Total:!!$20,000 to $24,999","Estimate!!Total:!!$25,000 to $29,999","Margin of Error!!Total:!!$25,000 to $29,999","Estimate!!Total:!!$30,000 to $34,999","Margin of Error!!Total:!!$30,000 to $34,999","Estimate!!Total:!!$35,000 to $39,999","Margin of Error!!Total:!!$35,000 to $39,999","Estimate!!Total:!!$40,000 to $44,999","Margin of Error!!Total:!!$40,000 to $44,999","Estimate!!Total:!!$45,000 to $49,999","Margin of Error!!Total:!!$45,000 to $49,999","Estimate!!Total:!!$50,000 to $59,999","Margin of Error!!Total:!!$50,000 to $59,999","Estimate!!Total:!!$60,000 to $74,999","Margin of Error!!Total:!!$60,000 to $74,999","Estimate!!Total:!!$75,000 to $99,999","Margin of Error!!Total:!!$75,000 to $99,999","Estimate!!Total:!!$100,000 to $124,999","Margin of Error!!Total:!!$100,000 to $124,999","Estimate!!Total:!!$125,000 to $149,999","Margin of Error!!Total:!!$125,000 to $149,999","Estimate!!Total:!!$150,000 to $199,999","Margin of Error!!Total:!!$150,000 to $199,999","Estimate!!Total:!!$200,000 or more","Margin of Error!!Total:!!$200,000 or more",
"0500000US19137","Montgomery County, Iowa","39","35","0","16","0","16","0","16","6","10","0","16","1","4","0","16","0","16","0","16","0","16","14","16","18","27","0","16","0","16","0","16","0","16",
"0500000US19139","Muscatine County, Iowa","1059","199","8","12","10","19","23","29","106","80","11","23","15","21","37","51","98","70","0","22","32","36","235","116","96","73","215","116","128","116","3","6","42","46",
"0500000US19141","O'Brien County, Iowa","69","53","10","16","0","16","0","16","22","36","0","16","0","16","0","16","16","26","0","16","6","13","0","16","3","8","0","16","0","16","11","14","1","2",
"0500000US19143","Osceola County, Iowa","16","15","0","15","0","15","11","12","0","15","0","15","0","15","0","15","0","15","0","15","0","15","3","6","0","15","2","4","0","15","0","15","0","15",
"0500000US19145","Page County, Iowa","45","49","45","49","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16",
"0500000US19147","Palo Alto County, Iowa","22","16","3","4","0","15","0","15","0","15","4","7","9","14","3","5","3","5","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15",
"0500000US19149","Plymouth County, Iowa","167","85","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","2","3","0","19","4","7","34","48","80","70","3","4","44","53","0","19",
"0500000US19151","Pocahontas County, Iowa","59","23","27","12","0","15","0","15","0","15","0","15","0","15","12","15","0","15","0","15","11","15","0","15","4","5","5","8","0","15","0","15","0","15",
"0500000US19153","Polk County, Iowa","4073","421","127","74","196","129","93","72","224","120","280","154","144","117","163","95","152","90","252","148","167","103","389","198","395","146","716","298","281","205","294","182","200","103",
"0500000US19155","Pottawattamie County, Iowa","606","166","73","72","72","72","0","24","5","8","9","14","70","88","3","4","0","24","42","44","41","40","48","44","74","86","72","64","26","27","20","21","51","37",
"0500000US19157","Poweshiek County, Iowa","31","28","0","16","0","16","0","16","9","14","1","2","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","21","26","0","16","0","16",
"0500000US19159","Ringgold County, Iowa","16","19","0","10","0","10","0","10","0","10","16","19","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10",
"0500000US19161","Sac County, Iowa","45","26","0","15","0","15","0","15","0","15","4","6","0","15","5","7","10","16","0","15","6","8","11","18","0","15","9","9","0","15","0","15","0","15",
"0500000US19163","Scott County, Iowa","1046","312","55","60","7","13","0","24","62","55","16","25","119","83","16","28","58","48","0","24","47","43","100","58","321","273","147","98","46","53","32","44","20","20",
"0500000US19165","Shelby County, Iowa","21","19","5","7","6","15","0","16","0","16","2","2","0","16","0","16","0","16","0","16","0","16","0","16","1","4","0","16","7","8","0","16","0","16",
"0500000US19167","Sioux County, Iowa","545","176","52","66","25","45","0","22","0","22","22","37","0","22","0","22","0","22","19","24","27","24","125","89","150","104","97","60","0","22","0","22","28","41",
"0500000US19169","Story County, Iowa","521","176","16","22","59","81","17","29","12","20","0","24","0","24","46","60","4","6","6","8","22","24","23","34","159","84","95","107","38","41","0","24","24","31",
"0500000US19171","Tama County, Iowa","46","33","1","3","0","16","0","16","15","23","0","16","0","16","0","16","0","16","16","17","0","16","6","8","8","12","0","16","0","16","0","16","0","16",
"0500000US19173","Taylor County, Iowa","40","25","3","5","0","15","0","15","0","15","0","15","0","15","0","15","0","15","4","7","13","15","3","4","14","15","0","15","0","15","3","4","0","15",
"0500000US19175","Union County, Iowa","93","54","0","16","0","16","0","16","0","16","15","23","0","16","17","28","0","16","0","16","9","14","47","47","0","16","0","16","0","16","4","5","1","2",
"0500000US19177","Van Buren County, Iowa","36","30","2","3","28","29","0","15","0","15","0","15","0","15","4","7","0","15","0","15","0","15","2","3","0","15","0","15","0","15","0","15","0","15",
"0500000US19179","Wapello County, Iowa","279","92","4","14","1","2","0","22","0","22","9","17","0","22","11","19","20","31","0","22","38","40","35","45","52","41","24","28","0","22","85","63","0","22",
"0500000US19181","Warren County, Iowa","82","50","3","4","0","24","0","24","0","24","0","24","19","31","0","24","0","24","0","24","6","9","0","24","15","18","12","18","5","9","22","30","0","24",
"0500000US19183","Washington County, Iowa","168","55","23","26","0","19","0","19","0","19","3","5","0","19","0","19","7","12","66","44","24","22","1","2","5","8","11","15","6","10","0","19","22","22",
"0500000US19185","Wayne County, Iowa","10","11","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","10","11","0","15","0","15","0","15","0","15","0","15",
"0500000US19187","Webster County, Iowa","188","112","0","22","2","3","2","5","24","35","4","7","4","7","4","7","0","22","1","3","18","22","36","43","65","69","5","5","0","22","23","34","0","22",
"0500000US19189","Winnebago County, Iowa","8","13","0","16","0","16","0","16","0","16","0","16","7","13","0","16","0","16","0","16","1","2","0","16","0","16","0","16","0","16","0","16","0","16",
"0500000US19191","Winneshiek County, Iowa","47","31","6","9","3","5","0","16","0","16","0","16","12","20","0","16","0","16","0","16","0","16","0","16","10","14","16","20","0","16","0","16","0","16",
"0500000US19193","Woodbury County, Iowa","1313","290","58","52","141","161","57","48","27","43","1","3","187","128","85","72","41","46","51","46","44","48","289","121","143","90","63","46","23","34","21","23","82","49",
"0500000US19195","Worth County, Iowa","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15",
"0500000US19197","Wright County, Iowa","140","76","5","9","0","16","0","16","1","3","30","50","9","15","0","16","5","9","0","16","1","2","15","21","46","55","6","10","10","21","6","6","6","8",
"0500000US20001","Allen County, Kansas","17","17","0","18","0","18","3","5","0","18","3","6","5","11","0","18","0","18","0","18","3","7","0","18","3","5","0","18","0","18","0","18","0","18",
"0500000US20003","Anderson County, Kansas","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16",
"0500000US20005","Atchison County, Kansas","19","22","0","18","14","20","0","18","0","18","5","8","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18",
"0500000US20007","Barber County, Kansas","16","10","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","6","7","0","11","0","11","7","9","3","4","0","11","0","11","0","11",
