"GEO_ID","NAME","B01001C_001E","B01001C_001M","B01001C_002E","B01001C_002M","B01001C_003E","B01001C_003M","B01001C_004E","B01001C_004M","B01001C_005E","B01001C_005M","B01001C_006E","B01001C_006M","B01001C_007E","B01001C_007M","B01001C_008E","B01001C_008M","B01001C_009E","B01001C_009M","B01001C_010E","B01001C_010M","B01001C_011E","B01001C_011M","B01001C_012E","B01001C_012M","B01001C_013E","B01001C_013M","B01001C_014E","B01001C_014M","B01001C_015E","B01001C_015M","B01001C_016E","B01001C_016M","B01001C_017E","B01001C_017M","B01001C_018E","B01001C_018M","B01001C_019E","B01001C_019M","B01001C_020E","B01001C_020M","B01001C_021E","B01001C_021M","B01001C_022E","B01001C_022M","B01001C_023E","B01001C_023M","B01001C_024E","B01001C_024M","B01001C_025E","B01001C_025M","B01001C_026E","B01001C_026M","B01001C_027E","B01001C_027M","B01001C_028E","B01001C_028M","B01001C_029E","B01001C_029M","B01001C_030E","B01001C_030M","B01001C_031E","B01001C_031M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Male:","Margin of Error!!Total:!!Male:","Estimate!!Total:!!Male:!!Under 5 years","Margin of Error!!Total:!!Male:!!Under 5 years","Estimate!!Total:!!Male:!!5 to 9 years","Margin of Error!!Total:!!Male:!!5 to 9 years","Estimate!!Total:!!Male:!!10 to 14 years","Margin of Error!!Total:!!Male:!!10 to 14 years","Estimate!!Total:!!Male:!!15 to 17 years","Margin of Error!!Total:!!Male:!!15 to 17 years","Estimate!!Total:!!Male:!!18 and 19 years","Margin of Error!!Total:!!Male:!!18 and 19 years","Estimate!!Total:!!Male:!!20 to 24 years","Margin of Error!!Total:!!Male:!!20 to 24 years","Estimate!!Total:!!Male:!!25 to 29 years","Margin of Error!!Total:!!Male:!!25 to 29 years","Estimate!!Total:!!Male:!!30 to 34 years","Margin of Error!!Total:!!Male:!!30 to 34 years","Estimate!!Total:!!Male:!!35 to 44 years","Margin of Error!!Total:!!Male:!!35 to 44 years","Estimate!!Total:!!Male:!!45 to 54 years","Margin of Error!!Total:!!Male:!!45 to 54 years","Estimate!!Total:!!Male:!!55 to 64 years","Margin of Error!!Total:!!Male:!!55 to 64 years","Estimate!!Total:!!Male:!!65 to 74 years","Margin of Error!!Total:!!Male:!!65 to 74 years","Estimate!!Total:!!Male:!!75 to 84 years","Margin of Error!!Total:!!Male:!!75 to 84 years","Estimate!!Total:!!Male:!!85 years and over","Margin of Error!!Total:!!Male:!!85 years and over","Estimate!!Total:!!Female:","Margin of Error!!Total:!!Female:","Estimate!!Total:!!Female:!!Under 5 years","Margin of Error!!Total:!!Female:!!Under 5 years","Estimate!!Total:!!Female:!!5 to 9 years","Margin of Error!!Total:!!Female:!!5 to 9 years","Estimate!!Total:!!Female:!!10 to 14 years","Margin of Error!!Total:!!Female:!!10 to 14 years","Estimate!!Total:!!Female:!!15 to 17 years","Margin of Error!!Total:!!Female:!!15 to 17 years","Estimate!!Total:!!Female:!!18 and 19 years","Margin of Error!!Total:!!Female:!!18 and 19 years","Estimate!!Total:!!Female:!!20 to 24 years","Margin of Error!!Total:!!Female:!!20 to 24 years","Estimate!!Total:!!Female:!!25 to 29 years","Margin of Error!!Total:!!Female:!!25 to 29 years","Estimate!!Total:!!Female:!!30 to 34 years","Margin of Error!!Total:!!Female:!!30 to 34 years","Estimate!!Total:!!Female:!!35 to 44 years","Margin of Error!!Total:!!Female:!!35 to 44 years","Estimate!!Total:!!Female:!!45 to 54 years","Margin of Error!!Total:!!Female:!!45 to 54 years","Estimate!!Total:!!Female:!!55 to 64 years","Margin of Error!!Total:!!Female:!!55 to 64 years","Estimate!!Total:!!Female:!!65 to 74 years","Margin of Error!!Total:!!Female:!!65 to 74 years","Estimate!!Total:!!Female:!!75 to 84 years","Margin of Error!!Total:!!Female:!!75 to 84 years","Estimate!!Total:!!Female:!!85 years and over","Margin of Error!!Total:!!Female:!!85 years and over",
"0500000US34035","Somerset County, New Jersey","1352","590","836","429","50","50","45","67","55","51","107","99","0","32","125","111","157","111","63","51","92","71","28","36","114","107","0","32","0","32","0","32","516","226","58","73","9","16","80","49","0","32","0","32","88","73","0","32","27","31","90","67","106","100","19","27","34","33","5","10","0","32",
"0500000US34037","Sussex County, New Jersey","279","234","152","141","18","33","0","32","3","5","0","32","67","60","0","32","0","32","19","33","8","8","0","32","33","44","4","6","0","32","0","32","127","103","0","32","31","37","2","3","17","24","0","32","0","32","0","32","36","39","13","19","0","32","27","37","1","2","0","32","0","32",
"0500000US34039","Union County, New Jersey","1871","569","1046","389","62","59","123","88","131","89","20","33","34","42","36","35","97","81","94","69","68","58","169","102","133","123","79","62","0","32","0","32","825","228","0","32","36","33","92","60","43","52","38","34","90","66","56","49","68","71","113","69","142","84","52","51","31","37","58","67","6","9",
"0500000US34041","Warren County, New Jersey","399","264","237","169","1","2","0","32","102","90","6","12","3","6","77","61","0","32","9","14","35","26","0","32","4","6","0","32","0","32","0","32","162","103","1","2","0","32","0","32","0","32","35","31","55","51","0","32","2","4","27","24","16","24","20","18","0","32","6","13","0","32",
"0500000US35001","Bernalillo County, New Mexico","34580","1443","15702","818","1054","215","1133","219","948","260","514","95","528","119","1475","299","1704","242","1721","186","2254","263","1717","303","1355","174","884","124","271","86","144","98","18878","913","1130","243","1228","238","1125","278","868","173","368","200","1393","234","1902","175","1740","252","3170","321","2343","217","2008","235","1088","166","231","96","284","121",
"0500000US35003","Catron County, New Mexico","81","88","54","80","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","40","59","14","22","0","13","0","13","27","43","0","13","0","13","0","13","0","13","27","43","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"0500000US35005","Chaves County, New Mexico","600","216","430","161","0","31","0","31","22","33","22","52","20","26","91","65","51","62","34","44","74","46","57","44","41","48","18","27","0","31","0","31","170","77","0","31","0","31","2","5","0","31","18","20","11","13","0","31","0","31","12","18","78","60","21","25","0","31","8","14","20","25",
"0500000US35006","Cibola County, New Mexico","11820","442","5676","288","353","25","474","148","501","159","308","26","197","101","342","121","452","53","418","48","678","69","622","109","758","120","327","160","217","34","29","23","6144","220","273","65","515","160","373","156","371","57","184","82","414","107","445","12","465","14","841","25","642","91","762","41","453","107","332","67","74","52",
"0500000US35007","Colfax County, New Mexico","276","142","68","59","0","21","0","21","0","21","0","21","0","21","11","13","14","20","28","32","0","21","11","58","0","21","4","9","0","21","0","21","208","127","0","21","0","21","0","21","58","59","24","28","61","57","11","14","0","21","24","24","9","13","9","17","5","8","0","21","7","21",
"0500000US35009","Curry County, New Mexico","596","278","367","169","0","28","66","58","55","45","0","28","12","16","17","32","41","49","17","30","99","72","0","28","38","31","18","24","4","8","0","28","229","125","12","23","0","28","77","73","4","9","11","15","1","2","8","12","19","29","48","42","13","13","25","25","5","10","6","13","0","28",
"0500000US35011","De Baca County, New Mexico","1","10","1","10","0","13","0","13","0","13","0","13","0","13","1","10","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"0500000US35013","Doña Ana County, New Mexico","2603","470","1402","301","96","99","37","28","144","83","55","56","100","65","24","32","209","142","98","76","210","108","224","99","117","80","71","52","17","19","0","31","1201","285","8","9","68","48","93","60","33","35","72","64","122","110","100","85","97","60","123","74","128","66","166","72","117","100","71","56","3","7",
"0500000US35015","Eddy County, New Mexico","1069","325","820","254","25","52","24","40","147","97","73","47","26","46","0","31","114","56","111","138","103","79","96","108","67","60","22","26","12","21","0","31","249","147","0","31","0","31","0","31","0","31","0","31","9","30","6","11","44","52","27","43","40","53","91","103","32","36","0","31","0","31",
"0500000US35017","Grant County, New Mexico","388","215","235","117","0","25","0","25","0","25","0","25","8","20","0","25","0","25","11","20","126","94","59","71","0","25","31","36","0","25","0","25","153","121","0","25","52","92","0","25","0","25","0","25","4","7","0","25","0","25","35","57","0","25","0","25","0","25","9","14","53","71",
"0500000US35019","Guadalupe County, New Mexico","289","156","140","83","0","13","0","13","36","39","0","13","6","10","0","13","0","13","9","23","67","61","13","22","7","13","2","3","0","13","0","13","149","109","14","22","0","13","12","20","0","13","0","13","0","13","45","71","0","13","22","30","10","13","45","65","1","4","0","13","0","13",
"0500000US35021","Harding County, New Mexico","2","3","2","3","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","2","3","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"0500000US35023","Hidalgo County, New Mexico","30","34","24","29","0","13","0","13","0","13","0","13","0","13","12","16","0","13","12","21","0","13","0","13","0","13","0","13","0","13","0","13","6","7","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","6","7","0","13","0","13","0","13","0","13",
"0500000US35025","Lea County, New Mexico","631","184","496","161","0","31","21","23","21","22","22","39","0","31","24","40","47","46","74","50","93","72","63","61","93","73","38","44","0","31","0","31","135","82","0","31","0","31","20","33","0","31","22","21","3","7","38","55","7","12","20","29","22","28","3","7","0","31","0","31","0","31",
"0500000US35027","Lincoln County, New Mexico","620","132","251","106","0","25","0","25","0","25","0","25","0","25","7","17","40","61","6","15","61","97","55","53","82","57","0","25","0","25","0","25","369","140","0","25","0","25","37","34","0","25","0","25","108","94","0","25","0","25","2","8","114","76","105","123","0","25","3","5","0","25",
"0500000US35028","Los Alamos County, New Mexico","169","79","72","59","0","21","10","22","0","21","0","21","0","21","0","21","0","21","0","21","24","36","8","17","18","25","0","21","0","21","12","26","97","61","0","21","6","15","16","25","0","21","0","21","0","21","15","24","1","2","10","16","7","13","6","10","10","17","15","23","11","22",
"0500000US35029","Luna County, New Mexico","258","164","195","127","0","25","0","25","15","24","0","25","25","43","0","25","0","25","52","70","12","19","9","12","0","25","13","20","5","10","64","89","63","88","26","47","0","25","0","25","0","25","0","25","0","25","21","36","0","25","9","30","0","25","0","25","7","13","0","25","0","25",
"0500000US35031","McKinley County, New Mexico","54628","721","26123","464","1483","92","2086","255","2405","221","1491","95","806","30","1762","89","2158","74","2149","84","3481","66","2908","18","2845","40","1723","50","656","63","170","57","28505","380","1265","141","2023","191","2351","232","1412","85","826","12","1925","61","2022","132","2253","48","3587","81","3278","79","3507","27","2450","12","1152","106","454","105",
"0500000US35033","Mora County, New Mexico","135","117","54","54","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","4","7","8","13","4","7","38","50","0","13","0","13","81","76","0","13","0","13","0","13","1","2","0","13","0","13","0","13","0","13","40","55","0","13","3","4","37","60","0","13","0","13",
"0500000US35035","Otero County, New Mexico","4429","318","2092","166","110","34","148","66","198","69","73","55","165","60","182","57","197","35","180","31","310","81","146","29","225","30","144","47","14","22","0","31","2337","243","150","21","104","53","227","48","135","72","78","70","187","131","177","73","178","48","365","120","258","123","259","51","107","46","87","43","25","30",
"0500000US35037","Quay County, New Mexico","168","97","104","85","0","19","0","19","10","13","6","12","0","19","0","19","0","19","0","19","0","19","23","28","15","21","50","76","0","19","0","19","64","44","0","19","14","19","0","19","4","6","0","19","0","19","0","19","0","19","9","19","19","22","15","24","3","8","0","19","0","19",
"0500000US35039","Rio Arriba County, New Mexico","6721","273","3211","168","221","67","232","77","251","92","144","65","133","56","206","56","220","28","231","25","465","32","376","30","344","51","304","73","72","53","12","18","3510","159","120","70","185","65","270","65","204","61","193","89","169","65","234","27","243","27","455","34","436","75","424","64","346","15","114","44","117","47",
"0500000US35041","Roosevelt County, New Mexico","215","131","99","68","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","69","52","5","4","9","15","0","21","16","38","0","21","116","93","1","2","0","21","42","45","2","4","0","21","10","18","51","81","0","21","0","21","10","25","0","21","0","21","0","21","0","21",
"0500000US35043","Sandoval County, New Mexico","18192","695","8605","507","517","90","632","213","773","184","513","71","368","48","504","132","659","151","667","99","1230","179","982","133","957","90","600","30","156","53","47","44","9587","358","491","121","614","159","811","171","527","43","177","79","766","107","730","92","739","69","1396","94","1004","97","1054","89","746","123","337","101","195","81",
"0500000US35045","San Juan County, New Mexico","48293","778","23669","380","1354","50","1735","218","2197","239","1282","85","737","8","1522","112","1728","127","1913","119","3322","136","2609","38","2710","60","1731","64","596","90","233","81","24624","496","1066","160","1398","211","2150","255","1304","132","724","75","1776","99","1891","83","1931","182","3397","116","2725","99","2793","89","2049","27","1025","88","395","85",
"0500000US35047","San Miguel County, New Mexico","734","253","513","221","0","25","0","25","0","25","2","6","66","54","122","107","20","28","5","8","161","112","23","34","92","78","22","19","0","25","0","25","221","85","0","25","0","25","0","25","0","25","21","29","10","15","5","9","0","25","14","19","13","24","86","58","58","61","8","14","6","10",
"0500000US35049","Santa Fe County, New Mexico","5086","298","2510","209","159","34","137","48","218","67","57","33","168","77","151","65","212","95","203","37","387","96","290","48","235","71","215","77","69","20","9","9","2576","184","148","60","126","69","235","85","133","62","61","24","262","36","227","20","140","58","253","68","285","99","317","75","274","43","84","24","31","32",
"0500000US35051","Sierra County, New Mexico","298","209","160","86","0","21","0","21","0","21","37","31","0","21","8","15","0","21","41","32","41","32","0","21","26","33","0","21","7","19","0","21","138","132","0","21","0","21","36","30","0","21","1","2","0","21","0","21","0","21","60","61","41","49","0","21","0","21","0","21","0","21",
"0500000US35053","Socorro County, New Mexico","1971","298","825","280","32","52","27","37","192","151","38","60","0","21","106","116","129","114","15","27","35","47","67","61","64","55","96","116","24","35","0","21","1146","315","0","21","178","131","125","119","0","21","0","21","112","155","98","150","54","68","214","76","63","49","160","74","55","55","0","21","87","110",
"0500000US35055","Taos County, New Mexico","2186","399","1051","275","139","161","84","97","26","29","16","11","30","35","74","50","33","35","24","44","62","49","220","95","173","79","96","48","65","57","9","11","1135","203","83","112","22","23","76","68","13","11","32","34","63","36","41","38","3","4","153","94","176","99","145","87","165","11","101","69","62","34",
"0500000US35057","Torrance County, New Mexico","522","224","108","102","0","21","0","21","0","21","0","21","0","21","7","14","39","50","26","42","19","35","0","21","17","32","0","21","0","21","0","21","414","197","8","15","16","22","8","13","0","21","8","20","37","54","36","59","135","151","75","73","17","39","22","30","44","57","8","15","0","21",
"0500000US35059","Union County, New Mexico","178","128","125","99","0","13","0","13","0","13","0","13","0","13","17","31","0","13","8","14","23","31","10","14","55","51","0","13","0","13","12","17","53","43","0","13","2","4","0","13","0","13","0","13","26","30","3","6","20","28","0","13","0","13","0","13","2","4","0","13","0","13",
"0500000US35061","Valencia County, New Mexico","3577","587","1594","316","0","31","136","106","155","147","83","84","0","31","147","114","58","64","155","133","422","203","139","95","83","56","145","95","71","22","0","31","1983","383","157","122","233","143","142","102","47","48","42","103","93","82","47","73","330","196","254","125","187","133","264","33","99","55","68","50","20","27",
"0500000US36001","Albany County, New York","238","115","112","68","0","31","0","31","20","25","0","31","5","10","1","3","3","5","0","31","47","46","22","25","14","13","0","31","0","31","0","31","126","78","8","13","0","31","0","31","20","27","13","17","52","59","0","31","1","2","9","10","0","31","17","26","6","10","0","31","0","31",
"0500000US36003","Allegany County, New York","82","44","77","43","0","28","0","28","0","28","15","18","34","31","0","28","0","28","0","28","2","3","2","4","7","6","1","2","0","28","16","19","5","5","0","28","0","28","3","5","0","28","0","28","2","3","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28",
"0500000US36005","Bronx County, New York","16746","2191","8209","1256","483","204","607","266","810","353","451","211","244","127","792","293","365","176","615","313","1319","420","1098","358","994","338","351","195","57","46","23","37","8537","1165","434","189","717","302","843","288","292","184","282","193","804","308","356","194","650","203","1282","381","1021","273","795","218","737","231","272","143","52","48",
"0500000US36007","Broome County, New York","273","137","159","84","0","31","0","31","13","20","0","31","0","31","11","18","7","12","9","16","0","31","41","13","43","49","35","44","0","31","0","31","114","74","0","31","12","19","0","31","20","24","0","31","6","9","0","31","5","11","3","5","31","28","0","31","0","31","37","49","0","31",
"0500000US36009","Cattaraugus County, New York","2013","148","912","83","88","21","132","49","39","18","61","13","28","13","79","19","41","16","65","10","80","24","107","22","110","19","36","19","43","11","3","8","1101","102","83","19","118","43","108","50","66","23","24","29","54","26","67","25","61","19","108","37","122","21","113","33","135","35","11","10","31","28",
"0500000US36011","Cayuga County, New York","106","46","84","42","0","31","0","31","0","31","3","6","0","31","11","17","9","11","11","14","1","3","13","11","13","15","1","2","22","40","0","31","22","17","0","31","0","31","3","4","3","6","0","31","0","31","0","31","0","31","8","9","0","31","5","7","3","5","0","31","0","31",
"0500000US36013","Chautauqua County, New York","358","198","168","113","7","11","52","42","10","20","3","6","3","5","12","15","13","15","2","4","29","47","3","7","31","35","3","5","0","31","0","31","190","101","0","31","46","46","0","31","14","20","3","4","5","8","18","24","0","31","45","49","22","13","19","18","10","11","1","3","7","12",
"0500000US36015","Chemung County, New York","276","156","180","85","73","60","18","18","0","31","6","12","0","31","7","12","0","31","2","7","55","28","14","17","1","2","2","3","2","3","0","31","96","78","29","24","52","53","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","9","11","6","8","0","31","0","31",
"0500000US36017","Chenango County, New York","41","29","16","19","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","1","2","0","28","0","28","0","28","0","28","15","19","25","23","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","19","22","6","8","0","28","0","28","0","28",
"0500000US36019","Clinton County, New York","239","149","77","43","0","31","0","31","0","31","0","31","2","4","22","25","29","26","0","31","16","27","0","31","0","31","0","31","8","13","0","31","162","154","0","31","0","31","0","31","0","31","126","148","8","15","6","16","0","31","19","27","0","31","0","31","2","4","1","2","0","31",
"0500000US36021","Columbia County, New York","100","113","83","110","0","31","0","31","0","31","0","31","0","31","28","50","0","31","20","31","26","35","0","31","0","31","1","2","3","5","5","8","17","27","0","31","0","31","0","31","0","31","0","31","0","31","17","27","0","31","0","31","0","31","0","31","0","31","0","31","0","31",
